episodeNumber,steps,agentWinTheGame,agentKilledTheWumpus,agentHasGold,reward,alpha,gamma,epsilon,epsilonDecay
771,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
772,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
773,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
774,1238,false,false,false,-4467.0,0.1,0.99,0.009920974201040588,0.01
775,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
776,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
777,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
778,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
779,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
780,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
781,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
782,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
783,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
784,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
785,6,false,true,false,-2015.0,0.1,0.99,0.009920974201040588,0.01
786,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
787,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
788,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
789,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
790,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
791,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
792,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
793,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
794,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
795,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
796,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
797,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
798,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
799,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
800,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
801,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
802,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
803,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
804,21,true,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
805,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
806,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
807,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
808,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
809,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
810,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
811,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
812,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
813,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
814,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
815,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
816,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
817,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
818,3,false,false,false,-2002.0,0.1,0.99,0.009920974201040588,0.01
819,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
820,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
821,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
822,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
823,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
824,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
825,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
826,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
827,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
828,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
829,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
830,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
831,22,true,true,true,1459.0,0.1,0.99,0.009920974201040588,0.01
832,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
833,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
834,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
835,23,true,true,true,1968.0,0.1,0.99,0.009920974201040588,0.01
836,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
837,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
838,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
839,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
840,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
841,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
842,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
843,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
844,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
845,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
846,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
847,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
848,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
849,4,false,false,false,-2003.0,0.1,0.99,0.009920974201040588,0.01
850,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
851,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
852,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
853,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
854,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
855,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
856,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
857,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
858,465,false,false,false,-3044.0,0.1,0.99,0.009920974201040588,0.01
859,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
860,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
861,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
862,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
863,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
864,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
865,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
866,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
867,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
868,17,false,true,true,-2026.0,0.1,0.99,0.009920974201040588,0.01
869,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
870,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
871,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
872,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
873,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
874,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
875,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
876,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
877,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
878,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
879,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
880,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
881,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
882,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
883,23,true,true,true,1958.0,0.1,0.99,0.009920974201040588,0.01
884,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
885,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
886,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
887,3,false,false,false,-2002.0,0.1,0.99,0.009920974201040588,0.01
888,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
889,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
890,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
891,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
892,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
893,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
894,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
895,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
896,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
897,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
898,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
899,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
900,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
901,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
902,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
903,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
904,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
905,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
906,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
907,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
908,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
909,21,true,true,true,1470.0,0.1,0.99,0.009920974201040588,0.01
910,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
911,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
912,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
913,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
914,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
915,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
916,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
917,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
918,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
919,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
920,21,true,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
921,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
922,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
923,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
924,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
925,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
926,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
927,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
928,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
929,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
930,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
931,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
932,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
933,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
934,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
935,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
936,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
937,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
938,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
939,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
940,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
941,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
942,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
943,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
944,22,true,true,true,1969.0,0.1,0.99,0.009920974201040588,0.01
945,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
946,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
947,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
948,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
949,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
950,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
951,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
952,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
953,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
954,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
955,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
956,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
957,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
958,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
959,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
960,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
961,23,true,true,true,1468.0,0.1,0.99,0.009920974201040588,0.01
962,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
963,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
964,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
965,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
966,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
967,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
968,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
969,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
970,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
971,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
972,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
973,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
974,23,true,true,true,1458.0,0.1,0.99,0.009920974201040588,0.01
975,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
976,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
977,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
978,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
979,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
980,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
981,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
982,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
983,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
984,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
985,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
986,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
987,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
988,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
989,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
990,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
991,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
992,21,true,true,true,1960.0,0.1,0.99,0.009920974201040588,0.01
993,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
994,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
995,21,true,true,true,1970.0,0.1,0.99,0.009920974201040588,0.01
996,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
997,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
998,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
999,20,true,true,true,1971.0,0.1,0.99,0.009920974201040588,0.01
